nr,hochschule,modulname,satz,val_typ,val_taxonomie,val_qualitaet,val_kommentar
151,Hochschule Fulda,Unternehmensplanspiel,"Die Studierenden sind in der Lage, selbstständig (bzw. in Teamarbeit) betriebswirtschaftliche Entscheidungen unter Berücksichtigung von deren Konsequenzen (z.B. auf Cash Flow oder Gewinn) zu treffen.",K,5,gut,
152,Hochschule Fulda,Technikprojekt,die Erstellung einfacher mechanische Konstruktionen,I,,schlecht,
153,Hochschule Fulda,Wissenschaftliches Arbeiten und Technisches Englisch,mit wissenschaftlichen Quellen zu arbeiten,K,3,akzeptabel,
154,Hochschule Fulda,Vektoranalysis und zusätzliche Kapitel der mehrdimensionalen,Kurven- und Oberflächenintegrale zu berechnen,K,3,akzeptabel,
155,Hochschule Fulda,Vektoranalysis und zusätzliche Kapitel der mehrdimensionalen,den Zusammenhang zwischen konkreten Kurven- und Oberflächenintegralen und dem Formalismus der Differentialformen zu verstehen,K,2,akzeptabel,
156,Hochschule Fulda,Grundlagen des wissenschaftlichen Arbeitens,Die Studierenden erwerben Kenntnisse über die Grundlagen des sicheren Arbeitens insbesondere in Laboratorien.,K,1,akzeptabel,
157,Hochschule Fulda,Principles of Scientific Research,Die Studierenden kennen die Methoden des wissenschaftlichen Arbeitens und können diese anwenden.,K,1;3,gut,
158,Hochschule Fulda,Management Basics,Die Studierenden können wichtige Instrumente zur Bewältigung von Management-Entscheidungen anwenden.,K,3,gut,
159,Hochschule Fulda,Grundlagen der Biologie und Rohstoffkunde (LT),Die Studierenden kennen wichtige biochemische und physiologische Prozesse in pflanzlichen und tierischen Geweben.,K,1,gut,
160,Hochschule Fulda,Fundamentals of Biology and Raw Materials (FT),Die Studierenden wissen über Zusammensetzung und Qualität ausgewählter pflanzlicher und tierischer Rohstoffe Bescheid.,K,1,akzeptabel,
161,Hochschule Fulda,Particle Technology and Fluid Mechanics,"Die Studierenden sind in der Lage, einfache Problemstellungen zu analysieren und notwendige Berechnungen selbst durchzuführen.",K,3;4,gut,
162,Hochschule Fulda,Statistik für Wirtschaftsingenieur*innen,Die Studierenden können statistische Software einsetzen.,K,3,gut,
163,Hochschule Fulda,Praxisphase,Die Studierenden können sich innerhalb kurzer Zeit in komplexe Aufgaben und Unternehmenskulturen einarbeiten.,K,3,akzeptabel,
164,Hochschule Fulda,Food Technology I,Dadurch können sie aufkommende Innovationen verstehen.,K,2,akzeptabel,
165,Hochschule Fulda,Food Law,Die Studierenden lernen durch die vielfältigen Themenstellungen im Lebensmittelrecht fachübergreifend zu argumentieren.,K,2,gut,
166,Hochschule Fulda,Quality Management (FT),Die Studierenden können Einsatzmöglichkeiten und Reichweite von Eigenkontrollsystemen und Q-Zertifikaten beurteilen und umsetzen,K,3;5,gut,
167,Hochschule Fulda,Applied Microbiology and Industrial Hygiene,Die Studierenden kennen wichtige mikrobielle Produktionsorganismen,K,1,akzeptabel,
168,Hochschule Fulda,Fundamentals of Computer Science,Die Studierenden können elementare Algorithmen erklären und für einfache Probleme selbst entwickeln.,K,2;6,gut,
169,Hochschule Fulda,Molekularbiologie und Gentechnik,Die Studierenden kennen klassische und moderne Methoden der Gentechnik und können sie praktisch anwenden.,K,1;3,gut,
170,TH Mittelhessen,Mathematik 2,"Die Studierenden können auch kompliziertere Aspekte ingenieurtechnischer Sachverhalte mathematisch formulieren und sind in der Lage, die mathematischen Grundlagen weitergehender ingenieurtechnischer Fachdisziplinen zu verstehen.",K,2;3,gut,
171,TH Mittelhessen,Technische Thermodynamik,Die Studierenden können den eigenen Leistungsstand auf dem Gebiet der technischen Thermodynamik beurteilen,K,5,gut,
172,TH Mittelhessen,Maschinenelemente 3,"Maschinensystemen zur mechanischen Antriebstechnik gestalten anhand eines Konstruktionsprojektes Getriebe entwerfen und gestalten. auf Basis von Freiformflächenmodellierungen, Parameterkurven und programmierbarer Parameterbeziehungen komplexe geometrische Modellierungen erstellen Methodenkompetenzen (fachlich & überfachlich)",K,6,akzeptabel,
173,TH Mittelhessen,Elektrotechnik Labor,Fragestellungen der Elektrotechnik in Gruppen diskutieren,K,2,akzeptabel,
174,TH Mittelhessen,Methoden des wissenschaftlichen Arbeitens,Aufgaben der Wissenschaften und Wissenschaftsvokabular,I,,schlecht,
175,TH Mittelhessen,Methoden des wissenschaftlichen Arbeitens,erlernen die Umsetzung von Aufgaben mit Präzision und Detailtreue,K,3,akzeptabel,
176,TH Mittelhessen,Bachelor-Kolloquium,Das Thema und das Ergebnis der Bachelorarbeit sachlich richtig darstellen,K,2,akzeptabel,
177,TH Mittelhessen,Verbrennungsmotoren 1,Die Studierenden können die Vereinfachungen zu realen Prozessführungen anwenden und so die Aussagen von Vergleichsprozessen auf reale VM übertragen,K,3,gut,
178,TH Mittelhessen,Verbrennungsmotoren 2,"Die Studierenden können ihren Lernfortschritt reflektieren und ihr Lernverhalten ggf. (methodisch/zeitlich) anpassen",K,3;5,gut,
179,TH Mittelhessen,Energie- und Strömungstechnik Labor /,Die Studierenden können die wesentlichen Regeln zur wissenschaftlichen Dokumentation von Versuchsdurchführungen und Ergebnisdarstellungen selbstständig anwenden,K,3,gut,
180,TH Mittelhessen,Energie- und Strömungstechnik Labor /,"Die Studierenden können ihren Lernfortschritt reflektieren und ihr Lernverhalten ggf. (methodisch/zeitlich) anpassen",K,3;5,gut,
181,TH Mittelhessen,Mechatronische Systeme,Die Studierenden können die Integration von Sensoren und Aktoren in unterschiedliche Systeme sowie deren angepasste Auslegung und Regelung durchführen Sozialkompetenzen keine,K,3;6,akzeptabel,
182,TH Mittelhessen,Qualitätsmanagement,Die Studierenden können die Bedeutung der Qualität im produzierenden und dienstleistenden Gewerbe sowie in den Branchenvarianten erkennen die Entstehung und Entwicklung von Verfahren zur Qualitätsverbesserung verstehen die im Rahmen des Qualitätsmanagements angewandten Normen erläutern und verstehen die Auswirkungen auf betriebliche Abläufe Methodenkompetenzen (fachlich & überfachlich),K,1;2,akzeptabel,
183,TH Mittelhessen,Steuerungstechnik im Automobilbau /,Die Studierenden können die prinzipielle Vorgehensweise und die Techniken zum Lösen von ingenieurmäßigen Aufgaben im Bereich der automobilen Steuerungstechnik anwenden,K,3,gut,
184,TH Mittelhessen,Verbundwerkstoffe,"Die Studierenden beherrschen Studierenden erhalten dazu zunächst einen Überblick über exemplarische Faser-, Schicht-, Teilchen- und Durchdringungs-Verbundwerkstoffe sowie deren Herstellungsverfahren, Eigenschaften und Anwendungen Grundlagen des Rechts, der Normauslegung und der Rechtsanwendung",I,,schlecht,
185,TH Mittelhessen,Oberflächentechnik,Korrosionsschutz-Maßnahmen definieren und anwenden eine prozess- und anwendungsbezogene Auswahl von Beschichtungen im Hinblick auf Korrosionsund Verschleißschutz treffen,K,1;3;5,akzeptabel,
186,TH Mittelhessen,Mathematik 1,"nehmen aktiv am Lernen teil,",S,,schlecht,
187,TH Mittelhessen,Mathematik 1,"Die Studierenden können eigene Wissenslücken erkennen und schließen,",K,3;4,akzeptabel,
188,TH Mittelhessen,Physik und Labor,"nehmen aktiv am Lernen teil,",S,,schlecht,
189,TH Mittelhessen,Physik und Labor,"Die Studierenden können eigene Wissenslücken erkennen und schließen,",K,3;4,akzeptabel,
190,TH Mittelhessen,Physik und Labor,"ihren Lernfortschritt reflektieren. 1012-2 Labor (2 CrP):",K,5,schlecht,
191,TH Mittelhessen,Wissenschaftliches Arbeiten und Methodenlehre,erstellen und präsentieren eigene wissenschaftliche Forschungsarbeiten.,K,2;6,akzeptabel,
192,TH Mittelhessen,Statistik,"grundlegende induktive statistische Methoden auswählen und anwenden,",K,3;5,akzeptabel,
193,TH Mittelhessen,Marketing,"Die Studierenden können sich in Gruppenarbeiten themenspezifisch mit ihren Kommilitonen auseinandersetzen und zielführend diskutieren,",K,2,gut,
194,TH Mittelhessen,"Einführung ins Controlling, Investition und Finanzierung /",Die Studierenden können ihre eigenen Schwächen und Stärken reflektieren und die eigene Entwicklung planen.,K,5;6,gut,
195,TH Mittelhessen,Lebenszyklusorientiertes Produktionsmanagement /,aktuelle Trends im Produktionsmanagement benennen.,K,1,akzeptabel,
196,TH Mittelhessen,Projekt- und Prozessmanagement – Grundlagen,"können grundlegende Methoden auf Projekte zur Geschäftsprozessgestaltung anwenden und setzen dabei geeignete Methoden (z.B. Ereignisgesteuerte Prozessketten, EPK) zur Bearbeitung ihrer fachlichen Aufgabe ein.",K,3,akzeptabel,
197,TH Mittelhessen,Personalmanagement und Organisation,"verstehen die Bedeutung des Personalmanagements in einem Unternehmen,",K,2,akzeptabel,
198,TH Mittelhessen,Technisches Englisch,geben anhand von Kriterien anderen Studierenden Feedback zu ihrer Sprachproduktion.,K,5,akzeptabel,
199,TH Mittelhessen,Wirtschaftsenglisch,"entwickeln in Gruppen kooperativ und effektiv Lösungen für Problemstellungen,",K,6,akzeptabel,
200,TH Mittelhessen,Wirtschaftsenglisch,geben anhand von Kriterien anderen Studierenden Feedback zu ihrer Sprachproduktion.,K,5,akzeptabel,
201,TH Mittelhessen,Einführung in die chinesische Sprache und Kultur (A1) /,Sie verstehen die Hauptaussagen von komplexen Vorlesungen/Reden/Berichten mit akademischem oder beruflichem Bezug.,K,2,gut,
202,TH Mittelhessen,Einführung in die chinesische Sprache und Kultur (A1) /,"Die Studierenden entnehmen schriftlichen Quellen des eigenen Fachgebiets Informationen, Gedanken und Meinungen.",K,2,gut,
203,TH Mittelhessen,Fachsprachkurs Deutsch für Studium und Beruf (ab C1),Der Kurs richtet sich an ausländische Studierende deutschsprachiger Studiengänge aller Fachbereiche.,S,,schlecht,
204,TH Mittelhessen,Kolloquium zur Bachelorarbeit,"Die Studierenden können ihre Ergebnisse in angemessener, medial unterstützter und wissenschaftlich fundierter Form zu präsentieren.",K,2,gut,
205,TH Mittelhessen,Materialwissenschaften,"Die Studierenden können anwendungsbezogen Werkstoffe auswählen,",K,5,gut,
206,TH Mittelhessen,Technische Mechanik 1 (TM1),auf verschiedene Arten und Weisen z.B. zeichnerisch oder mit verschiedenen Methoden analytisch statische Probleme lösen.,K,3,akzeptabel,
207,TH Mittelhessen,Technische Mechanik 2 (TM2),"Berechnungen innerhalb bestimmter Beanspruchungsformen anstellen,",K,3,akzeptabel,
208,TH Mittelhessen,Technische Mechanik 2 (TM2),"Die Studierenden können das Erlernte wiedergeben, so dass Sie im späteren Berufsleben die angewendeten Methoden auch erklären können,",K,1;2,gut,
209,TH Mittelhessen,Elektrotechnik,"vertiefen in Gruppenübungen das Arbeiten im Team mit den zugehörigen Kommunikationsprozessen,",K,3,akzeptabel,
210,TH Mittelhessen,Technische Thermodynamik,simulieren technische Vorgänge durch Anwendung der Beziehungen und Methoden der Thermodynamik.,K,3,akzeptabel,
211,TH Mittelhessen,Einführung in die Elektrotechnik 1,"Die Studierenden können eigene Wissenslücken erkennen und schließen,",K,3;4,akzeptabel,
212,TH Mittelhessen,Informatik 2,"verwenden verkettete Listen zur Speicherung von Daten, typedef und enum,",K,3,akzeptabel,
213,TH Mittelhessen,Elektrotechnik Labor,"können die zugehörigen Mess- und Analysemethoden anwenden,",K,3,akzeptabel,
214,TH Mittelhessen,Life Cycle Management 1,"Die Vor- und Nachbereitung des Vorlesungsstoffes sowie das Bearbeiten von Übungen sind dabei Teile des Selbststudiums der eigenständig gestaltet werden kann,",S,,schlecht,
215,TH Mittelhessen,Technische Mechanik 2 (TM2),"Die Studierenden können mittels verschiedener Methoden mögliche Versagensursachen von Bauteilen kritisch hinterfragen und deuten,",K,2;5,gut,
216,TH Mittelhessen,Life Cycle Management 2,ihren Lernprozess eigenständig planen und umsetzen.,K,3;6,akzeptabel,
217,TH Mittelhessen,Corporate Social Responsibility,"Methoden zur Analyse und Bewertung von CSR- und Nachhaltigkeitsberichten darstellen, auf konkrete Praxisfälle anwenden und die Ergebnisse kritisch reflektieren.",K,2;3;5,akzeptabel,
218,TH Mittelhessen,Fabikplanung,"Arbeitsplätze auf Ergonomie untersuchen,",K,4,akzeptabel,
219,TH Mittelhessen,Werkzeugmaschinen inkl. Labor,"unterscheiden die wesentlichen Verfahren zur Ermittlung der Herstell- und Arbeitsgenauigkeit,",K,4,akzeptabel,
220,TH Mittelhessen,Werkzeugmaschinen inkl. Labor,"Laborpraktika an Werkzeugmaschinen bzw. Komponenten unter Anleitung durchführen,",K,3,akzeptabel,
221,TH Mittelhessen,"Mess-, Steuer- Regeltechnik","Die Studierenden können regelungstechnische Aufgaben mit Hilfe von Software simulieren,",K,3,gut,
222,TH Mittelhessen,"Mess-, Steuer- Regeltechnik",DDC-Systemen zum Einsatz in der Gebäudetechnik und Industrie aufbauen und programmieren.,K,3;6,akzeptabel,
223,TH Mittelhessen,Energietechnik,berechnen das Zustandsverhalten von feuchter Luft z.B. in den Komponenten von Klimaanlagen.,K,3,akzeptabel,
224,TH Mittelhessen,Maschinendesign,"in einer Gruppe kooperativ arbeiten und ihre eigenen Standpunkte argumentativ zu verteidigen,",K,3;5,akzeptabel,
225,TH Mittelhessen,Innovative Fertigungsprozesse,"sollen dabei die Fähigkeit erlangen, die Möglichkeiten neuer Strategien in der Produktion einzuschätzen und umzusetzen,",K,3;5,akzeptabel,
226,TH Mittelhessen,Innovative Fertigungsprozesse,Die Studierenden können innovative Verfahren finden und für ihr Unternehmen gewinnbringend einsetzen.,K,3;4,gut,
227,TH Mittelhessen,1281-2,"Aufbau und Funktionsweise elektrischer Standardmaschinen darstellen,",K,2,akzeptabel,
228,TH Mittelhessen,Grundlagen der Elektroinstallationstechnik,"technischer Richtlinien verstehen und planen,",K,2;6,akzeptabel,
229,TH Mittelhessen,Grundlagen der Elektroinstallationstechnik,kennen die relevanten Richtlinien für eine Elektroinstallation.,K,1,akzeptabel,
230,TH Mittelhessen,Elektropneumatik in der Automatisierungstechnik,"können automatisierte Prozesse energieeffizient gestalten,",K,6,akzeptabel,
231,TH Mittelhessen,Rechnernetzwerktechnik Grundlagen,"Einfacvhe LAN-Topologien mit Routern und Switchern aufbauen und grundlegend konfigurieren,",K,3;6,akzeptabel,
232,TH Mittelhessen,Nachhaltiges Wertschöpfungskettenmanagement,"die Strategien auf die taktische und operative Ebene der Supply Chain übersetzen,",K,2,akzeptabel,
233,TH Mittelhessen,Nachhaltiges Wertschöpfungskettenmanagement,"die Anwendung der vermittelten Methoden und Konzepte auf ausgewählte Fallbeispiele transferieren,",K,3,akzeptabel,
234,TH Mittelhessen,XLab – Lernfabrik,andere für eine eigene Sache mobilisieren und die Interessen der Gemeinschaft wahren.,K,3,akzeptabel,
235,TH Mittelhessen,Nachhaltiges Ressourcenmanagement /,"die Relevanz und wichtige Anwendungsfelder von Ressourcenmanagement für Organisationen (inkl. Unternehmen) erkennen,",K,2,akzeptabel,
236,TH Mittelhessen,Nachhaltiges Ressourcenmanagement /,"Maßnahmen zur Einsparung von Ressourcen und Ressourceneffizienzsteigerung planen,",K,6,akzeptabel,
237,TH Mittelhessen,Nachhaltiges Ressourcenmanagement /,"Methoden und Konzepte des nachhaltigen Ressourcenmanagements praxisorientiert anwenden,",K,3,akzeptabel,
238,TH Mittelhessen,Produktinnovation,"Methoden, um in den einzelnen Phasen zielgerichtete Entscheidungen vorbereiten zu können,",S,,schlecht,
239,TH Mittelhessen,Produktinnovation,"auf Kritik reagieren und diese positiv nutzen, um zukünftig noch bessere Entscheidungen treffen zu können,",K,3;5,akzeptabel,
240,TH Mittelhessen,Logistische Spezialprobleme,"Transport- und Zuordnungsprobleme, Lagerhaltungsmodelle sowie die Methoden der Routen- und Tourenplanung in die logistischen Kernfunktionen und das Operations Research einordnen,",K,4,akzeptabel,
241,TH Mittelhessen,Logistische Spezialprobleme,Die Studierenden können die Anwendung der vermittelten Methoden an eigens ausgewählten Beispielen demonstrieren.,K,3,gut,
242,TH Mittelhessen,Anwendungsbezogenes Operations Research,"spieltheoretische Konzepte erklären, vergleichen und beurteilen,",K,2;4;5,akzeptabel,
243,TH Mittelhessen,Elektrotechnik,"Die Studierenden können das Verhalten grundlegender Bauteile und Verfahren der Elektrotechnik erklären,",K,2,gut,
244,TH Mittelhessen,Informatik,ihren Lernfortschritt reflektieren.,K,5,akzeptabel,
245,TH Mittelhessen,Energietechnik,"in Gruppen kooperativ und effektiv Lösungen für Problemstellungen entwickeln,",K,6,akzeptabel,
246,TH Mittelhessen,Energietechnik,"ihre persönlichen Ressourcen reflektieren und Ziele für die eigene Entwicklung definieren,",K,5;6,akzeptabel,
247,Universität Kassel,Erziehungswissenschaftliche und psychologische Grundlagen der,"Die Studierenden kennen Geschichte, Begriffe und Ansätze pädagogischen Denkens und ihre Relevanz in unterschiedlichen Handlungsfeldern.",K,1,gut,
248,Universität Kassel,Empirische Zugänge zu Praxisfeldern der Sozialen Arbeit I,Die Studierenden verfügen über Kenntnisse in einer breiten Spanne unterschiedlicher empirischer Forschungsansätze und den dazugehörenden qualitativen sowie quantitativen Forschungsmethoden und -methodologien.,K,1,gut,
249,Universität Kassel,"Professionalität, Handlungskonzepte und -methoden der Sozialen Arbeit II: Vertiefung der Grundlagen","Auf Modul 7.1 aufbauend haben die Studierenden in den unterschiedlichen Seminaren breite handlungsmethodische Grundlagen über diverse Kontexte und Settings der Sozialen Arbeit erworben.",K,1,akzeptabel,
250,Universität Kassel,Arbeitsfelder der Sozialen Arbeit,Option A: Schwerpunkt „Konzeptionelle Grundlagen sozialer Interventionen“ in den Feldern Sozialer Arbeit,S,,schlecht,
251,Universität Kassel,Berufspraktische Studien,orientieren sich am Qualifikationsrahmen Soziale Arbeit des Fachbereichstages und an den Qualifikationszielen der Bundesarbeitsgemeinschaft der Praxisämter /-referate an Hochschulen für Soziale Arbeit in der Bundesrepublik Deutschland (BAG).,S,,schlecht,
252,TU Darmstadt,"Automaten, formale Sprachen und Entscheidbarkeit","Die Studierenden lernen elementare Techniken und Methoden der diskreten Mathematik im Umfeld von formalen Sprachen und Automaten kennen und anzuwenden; sie lernen, endliche Automaten als Beispiel eines fundamentalen Berechnungsmodells operational und semantisch zu interpretieren und zu analysieren.",K,1;2;3;4,gut,
253,TU Darmstadt,"Automaten, formale Sprachen und Entscheidbarkeit","Sie verfügen über die notwendigen Grundkenntnisse, Grammatiken und formale Sprachen im Rahmen der Chomsky-Hierarchie und zugehöriger Berechnungsmodelle einzuordnen und zu analysieren.",K,1;4,gut,
254,TU Darmstadt,Formale Methoden im Softwareentwurf,Modellprüfung gegen in temporaler Aussagenlogik spezifierte Eigenschaften 2.,I,,schlecht,
255,TU Darmstadt,Foundations of Language Technology,deren Möglichkeiten und Grenzen kritisch beurteilen.,K,5,akzeptabel,
256,TU Darmstadt,Lernende Roboter,"Sie können maschinelle Lernverfahren anwenden um einen Roboter zu befähigen, neue Aufgaben zu erlernen.",K,3,gut,
257,TU Darmstadt,Tiefe Generative Modelle,wissenschaftliche Veröffentlichungen zum Thema DGMs kritisch hinterfragen und damit fachlich beurteilen,K,5,akzeptabel,
258,TU Darmstadt,Ethik in Natürlicher Sprachverarbeitung,"Nachdem Studierende die Veranstaltung abgeschlossen haben, können sie",S,,schlecht,
259,TU Darmstadt,Bioinformatik (Vorlesung und Übung),"Die Studenten erwerben Grundlagenwissen in der sequenz-basierten Bioinformatik (Sequence Alignment, Scoring Schemes, Datenbanken, Pattern Recognition) und der Strukturmodellierung und Simulation (Structure Prediction, Molecular Dynamics).",K,1,gut,
260,TU Darmstadt,Public Key Infrastrukturen,"die Grundlagen von Public Key Infrastrukturen, insbesondere die verschiedenen Komponenten (bspw. private Schlüssel, Zertifikate, Policies), Akteure (bspw.",I,,schlecht,
261,TU Darmstadt,Einführung in die Kryptographie,"Verstehen der mathematischen Grundlagen der Kryptographie wie z.B. Berechnungen in Kongruenz- und Restklassenringen, Faktorisierung großer Zahlen, Wahrscheinlichkeit und Perfekte Sicherheit",K,2,akzeptabel,
262,TU Darmstadt,Einführung in die Kryptographie,Verstehen der Prinzipien von Public und Secret-Key-Verschlüsselung und der relevanten Verfahren einschließlich ihrer Sicherheit und Effizienz,K,2,akzeptabel,
263,TU Darmstadt,Sicherheit in Multimedia Systemen und Anwendungen,"Dazu gehören die Konzepte der Medien-Integrität, -Vertraulichkeit und -Authentizität.",I,,schlecht,
264,TU Darmstadt,Physical Layer Security in Drahtlosen Systemen,Sie können sich aktuelle Arbeiten zum Stand der Forschung zu Physical Layer Security selbstständig aneignen und das erarbeitete Wissen verständlich vermitteln.,K,2;3,gut,
265,TU Darmstadt,Advanced Data Management Systems,Die Studierenden können Vor- und Nachteile dieser Techniken mit dem Fokus auf möglichen Verbesserungen diskutieren.,K,2,gut,
266,TU Darmstadt,Advanced Data Management Systems,Sie können einzelne Techniken implementieren und experimentelle Evaluierungen dieser Techniken zum Vergleich von Designalternativen durchführen.,K,3;5,gut,
267,TU Darmstadt,Graphische Datenverarbeitung II,"Dazu gehören mathematisch polynomiale Repräsentationen, Iso-oberflächen, volumen Darstellungen, implizite Oberflächen, Polygonnetze, Subdivision-Kontrollnetze und Punktwolken.",I,,schlecht,
268,TU Darmstadt,Programmierung Massiv-Paralleler Prozessoren,Sie können selbständig neue Anwendungen entwickeln und ihre Performanz systematisch verbessern.,K,3;6,gut,
269,TU Darmstadt,TK2: Human Computer Interaction,Evaluationstechniken kennen gelernt und angewandt,K,1;3,akzeptabel,
270,TU Darmstadt,Effiziente Graphenalgorithmen,"beherrschen sie Methoden, um spezielle Eigenschaften (Planarität, Dünnbesetztheit) auszunutzen",K,3,akzeptabel,
271,TU Darmstadt,Statische und dynamische Programmanalyse,Sie können Programmanalysen bezüglich ihrer Präzision und Korrektheit beurteilen.,K,5,gut,
272,TU Darmstadt,Einführung in das Quantencomputing,Nach Abschluss des Kurses sind die Studierenden mit allen grundlegenden Konzepten der Quanteninformationsverarbeitung und -berechnung vertraut und können diese mit der Quantenprogrammiersprache Qiskit programmieren.,K,1;3,gut,
273,TU Darmstadt,Fortgeschrittenes Praktikum Visual Computing,"Nach dem erfolgreichen Abschluss des Praktikums sind die Studierenden dazu in der Lage, selbständig ein fortgeschrittenes Problem aus dem Bereich des Visual Computings zu analysieren, zu lösen und die Ergebnisse zu bewerten.",K,3;4;5,gut,
274,TU Darmstadt,Advanced User Interfaces,"Studierende haben einen Einblick in die Prinzipien und Methoden zum Entwurf und zur Entwicklung multimedialer, kollaborativer und adaptiver Benutzungsschnittstellen anhand einer praktischen Anwendung unter Berücksichtigung verschiedener Kontextbedingungen bekommen.",K,1,akzeptabel,
275,TU Darmstadt,Praktikum System and IoT Security,Außerdem erwerben sie generelle Erfahrung in Systemprogrammierung.,K,1,akzeptabel,
276,TU Darmstadt,Projektpraktikum Programmierung Massiv Paralleler Systeme,"Hierzu können sie aktuelle Techniken analysieren, modifizieren und anwenden.",K,3;4,akzeptabel,
277,TU Darmstadt,Praktikum: Formale Spezifikation und Verifikation in Isabelle/HOL,Sie können in Isabelle/HOL sowohl eigenständig als auch im Team formale Modelle von Systemen und Eigenschaften konstruieren und Aussagen beweisen.,K,3;6,gut,
278,TU Darmstadt,Softwareprojekt Datenanalyse für natürliche Sprache,"Nachdem Studierende die Veranstaltung besucht haben, können sie",S,,schlecht,
279,TU Darmstadt,Hardware-Entwurf für die Videoverarbeitung,Sie können die entstehenden Systeme evaluieren und aus den beobachteten Charakteristika Rückschlüsse für die weitere Entwicklung ziehen.,K,4;5,gut,
280,TU Darmstadt,Distributed Systems Programming: Praktikum,"Je nach ausgewähltem Thema erlernen Studierende folgende Kompetenzen: Entwurf komplexer DS Methodische Analyse und Auswertung von:  Modellen      Experimenten Software Entwurf von Programmiersprachen Schreiben von technischen Dokumenten oder Projektberichten Erstellen und vortragen eines Abschlussvortrages Voraussetzung für die Teilnahme Empfohlen: Interesse am Erarbeiten von Lösungsvorschlägen für herausfordernde Probleme im Bereich DS, eigenverantwortliches Arbeiten und ein großes Interesse an aktuellen Forschungsthemen.",S,,schlecht,
281,TU Darmstadt,Agile Software Engineering Projekt,"Training von ""Soft Skills""; insbesondere Teamarbeit und Präsentationsfähigkeiten",I,,schlecht,
282,TU Darmstadt,Cybersecurity Lab,"Am Ende des Kurses werden die Studierenden gute Kenntnisse in Netzwerksicherheit, und speziell auf den Gebieten der durch sie bearbeitenden Projekte, erlangen.",K,1,gut,
283,TU Darmstadt,"Praktikum Friedens-, Sicherheits- und Kriseninformatik",Die Fähigkeit eine praktische Aufgabe ggf. im Team erfolgreich nach Vorgabe zu bearbeiten und deren Ergebnisse angemessen zu präsentieren.,K,2;3,akzeptabel,
284,TU Darmstadt,Projektpraktikum Friedens- und Kriseninformatik,Die Fähigkeit eine praktische Aufgabe ggf. im Team erfolgreich nach Vorgabe zu bearbeiten und deren Ergebnisse angemessen zu präsentieren.,K,2;3,akzeptabel,
285,TU Darmstadt,Projektpraktikum Friedens- und Kriseninformatik,Evaluation und Weiterentwicklung bestehender Anwendungen,I,,schlecht,
286,TU Darmstadt,Projektpraktikum Algorithmik,"Die Studierenden können hierzu eigenständig ein Projekt definieren, verwalten und durchführen.",K,3;6,gut,
287,TU Darmstadt,Data Management - Praktikum,Nach Beendigung der Veranstaltung haben Studierende folgende Lernziele erreicht:,S,,schlecht,
288,TU Darmstadt,Praktikum Security Engineering,Ziel dieses Praktikums ist die Ausweitung von Programmierkentnissen sowie die Partizipation in Forschungsprojekten.,I,,schlecht,
289,TU Darmstadt,Praktikum Seitenkanalanalyse,"das Ausmaß der Gefahr durch Seitenkanalschwachstellen einschätzen können,",K,5,akzeptabel,
290,TU Darmstadt,Praktikum Seitenkanalanalyse,"fähig sein, Seitenkanalangriffe gegen kryptographische Implementierungen auszuführen, um geheime Informationen zu extrahieren und",K,3,akzeptabel,
291,TU Darmstadt,Forschungsmethodik in der Kryptographie,Verfassen von wissenschaftlichen Arbeiten in der Kryptographie,I,,schlecht,
292,TU Darmstadt,Algorithmen zum Graphendesign,können sie ästhetischer Fragestellungen als Probleme algorithmischer Natur modellieren,K,6,akzeptabel,
293,TU Darmstadt,Grundlagen der Computersicherheit,Nach erfolgreicher Teilnahme an diesem Seminar werden die Studierenden fähig sein aktuelle Entwicklungen in den Grundlagen der Computersicherheit mit Bezug zu formalen Methoden zu diskutieren.,K,2,gut,
294,TU Darmstadt,Seitenkanalresistente Kryptographie,Sicherheitsmodelle in der Leakage Resilient Kryptographie und formale Sicherheitsanalysen von Gegenmaßnahmen für Seitenkanalangriffe,I,,schlecht,
295,TU Darmstadt,Aktuelle Themen aus dem Bereich Concurrency Theory,Nach erfolgreicher Teilnahme haben Studierende eine Vorstellung von den aktuell bearbeiteten Themen im Bereich Concurrency Theory.,K,1,akzeptabel,
296,TU Darmstadt,Humanoide Robotik,Am Ende dieses Kurses verstehen die Studierenden aktuelle Forschungsthemen der humanoiden Robotik und können:,K,2,akzeptabel,
297,TU Darmstadt,Humanoide Robotik,sich anhand von wissenschaftlichen Publikationen selbstständig in ein Themengebiet einarbeiten und,K,3,akzeptabel,
298,TU Darmstadt,Praktikum in der Lehre - Software Engineering,"Nachdem Studierende die Veranstaltung besucht haben, können Sie",S,,schlecht,
299,TU Darmstadt,Praktikum in der Lehre - Einführung in die Kryptographie,Lehrinhalte in Übungen zu präsentieren und zu erklären,K,2,akzeptabel,
300,TU Darmstadt,Praktikum in der Lehre - Technische Informatik,"Sie können Studierende in direktem persönlichen Kontakt, aber auch über elektronische Kommunikationsmedien anleiten und betreuen.",K,3,gut
